,Type,InputFile,Mean,Std
0,Nodes,4444444444,21.54,6.6036656487136
1,Nodes,4444444444,21.54,6.6036656487136
2,Edges,4444444444,18.72,8.173224577851755
3,Edges,4444444444,18.72,8.173224577851755
4,DCen,4444444444,0.08228959988795562,0.07039700934800854
5,DCen,4444444444,0.08228959988795562,0.07039700934800854
6,CCen,4444444444,0.04604303402329523,0.038619195073159966
7,CCen,4444444444,0.04604303402329523,0.038619195073159966
8,BCen,4444444444,0.001065052890869864,0.0039823509114040485
9,BCen,4444444444,0.001065052890869864,0.0039823509114040485
